"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000015153",4.58548067140257e-05,0.292342418446316,0.435,0.261,0.861199124896117,"6","ENSG00000015153"
"ENSG000002043892",4.61413092442217e-05,1.22019250706012,0.823,0.86,0.866579928915728,"6","ENSG00000204389"
"ENSG000001369501",4.76478392171613e-05,0.522384715702625,0.774,0.789,0.894874068337506,"6","ENSG00000136950"
"ENSG00000176624",4.84112452568589e-05,0.382771372484518,0.355,0.192,0.909211597169067,"6","ENSG00000176624"
"ENSG00000159461",5.15558666892659e-05,0.366964649046185,0.532,0.36,0.968270732291102,"6","ENSG00000159461"
"ENSG00000067167",5.39353594841257e-05,0.358616871299126,0.758,0.74,1,"6","ENSG00000067167"
"ENSG00000169032",6.04730404027588e-05,0.328502906298209,0.5,0.346,1,"6","ENSG00000169032"
"ENSG00000171490",6.40325105197875e-05,0.442909759288287,0.919,0.904,1,"6","ENSG00000171490"
"ENSG000001258353",6.42086637589885e-05,0.363179491852901,0.968,0.913,1,"6","ENSG00000125835"
"ENSG00000138081",6.67528571212106e-05,0.323201120188027,0.435,0.271,1,"6","ENSG00000138081"
"ENSG000001884862",6.96538294585858e-05,0.343689680193602,0.565,0.366,1,"6","ENSG00000188486"
"ENSG00000133703",7.54891011948575e-05,0.417353404090794,0.839,0.784,1,"6","ENSG00000133703"
"ENSG00000115128",7.5700592139012e-05,0.430205328271582,0.919,0.913,1,"6","ENSG00000115128"
"ENSG000001158752",7.74645578953089e-05,0.485894231513687,0.839,0.828,1,"6","ENSG00000115875"
"ENSG00000242086",8.39908981879057e-05,0.325608463322748,0.387,0.231,1,"6","ENSG00000242086"
"ENSG00000141458",8.70976117462135e-05,0.264108205631024,0.452,0.286,1,"6","ENSG00000141458"
"ENSG000001723362",8.77106010498699e-05,0.540595342774719,0.871,0.741,1,"6","ENSG00000172336"
"ENSG00000161960",8.79173188210557e-05,0.387947328606562,0.855,0.846,1,"6","ENSG00000161960"
"ENSG00000175073",8.81737892596238e-05,0.274994667144821,0.258,0.114,1,"6","ENSG00000175073"
"ENSG00000005889",8.83862277149456e-05,0.324128711523921,0.5,0.332,1,"6","ENSG00000005889"
"ENSG00000134058",8.99591837533125e-05,0.25082705619049,0.306,0.151,1,"6","ENSG00000134058"
"ENSG00000116871",9.15044363146614e-05,0.473162919278915,0.452,0.306,1,"6","ENSG00000116871"
"ENSG00000086589",9.26230064069621e-05,0.344963570539617,0.435,0.281,1,"6","ENSG00000086589"
"ENSG00000154370",9.86615022789968e-05,0.2725554071846,0.339,0.176,1,"6","ENSG00000154370"
"ENSG00000168556",0.000102862245398933,0.318175626549431,0.435,0.276,1,"6","ENSG00000168556"
"ENSG00000105617",0.000107051846238929,0.345531009061875,0.323,0.171,1,"6","ENSG00000105617"
"ENSG00000198843",0.000107230968380624,0.382736219874179,0.806,0.748,1,"6","ENSG00000198843"
"ENSG000001824811",0.000107415485131957,0.532764772084931,0.645,0.504,1,"6","ENSG00000182481"
"ENSG00000126524",0.00011224079971109,0.390513274244964,0.758,0.707,1,"6","ENSG00000126524"
"ENSG00000100614",0.000119579314573682,0.278099458005044,0.452,0.289,1,"6","ENSG00000100614"
"ENSG00000077147",0.00012657964011168,0.360722962643469,0.774,0.746,1,"6","ENSG00000077147"
"ENSG00000145741",0.00012743364584857,0.259696181650674,1,0.995,1,"6","ENSG00000145741"
"ENSG00000165272",0.000130792439169604,0.403459681683701,0.258,0.116,1,"6","ENSG00000165272"
"ENSG000001882292",0.000131705838762136,0.877332505830236,0.887,0.899,1,"6","ENSG00000188229"
"ENSG00000135974",0.000138199743106952,0.263020971337594,0.306,0.155,1,"6","ENSG00000135974"
"ENSG000000686972",0.000142943210630991,0.578664525532058,0.871,0.876,1,"6","ENSG00000068697"
"ENSG00000233429",0.000149876203233791,0.278148441519457,0.371,0.203,1,"6","ENSG00000233429"
"ENSG00000185129",0.000150507982611131,0.525654450364049,0.726,0.659,1,"6","ENSG00000185129"
"ENSG00000106245",0.000158827630189273,0.486258884429216,0.79,0.877,1,"6","ENSG00000106245"
"ENSG00000151689",0.000159607563049418,0.507898785408415,0.677,0.593,1,"6","ENSG00000151689"
"ENSG00000119537",0.000160691325473818,0.414899617062544,0.548,0.446,1,"6","ENSG00000119537"
"ENSG00000164902",0.000162844275881966,0.366784864349336,0.548,0.422,1,"6","ENSG00000164902"
"ENSG00000108510",0.000163064011894806,0.402408831963853,0.532,0.396,1,"6","ENSG00000108510"
"ENSG00000107984",0.000164812671124757,0.683482840683209,0.323,0.172,1,"6","ENSG00000107984"
"ENSG00000120727",0.000176481919694691,0.394654697422168,0.774,0.782,1,"6","ENSG00000120727"
"ENSG00000008517",0.000180310167277961,0.877788307577041,0.435,0.289,1,"6","ENSG00000008517"
"ENSG00000125845",0.000181775790295069,0.461717565904409,0.435,0.272,1,"6","ENSG00000125845"
"ENSG00000187531",0.000181982548233988,0.341069616140607,0.5,0.349,1,"6","ENSG00000187531"
"ENSG00000079332",0.000183507348777133,0.405949436255136,0.661,0.58,1,"6","ENSG00000079332"
"ENSG00000132002",0.000187911740876786,0.375163924025866,0.435,0.288,1,"6","ENSG00000132002"
"ENSG00000166900",0.000187931726311204,0.399243913105803,0.371,0.222,1,"6","ENSG00000166900"
"ENSG00000168374",0.000188169238875727,0.615796631121992,0.806,0.864,1,"6","ENSG00000168374"
"ENSG00000140319",0.000198634870940591,0.306165396191791,1,0.996,1,"6","ENSG00000140319"
"ENSG000001365271",0.000202232933735626,0.548043228976592,0.758,0.696,1,"6","ENSG00000136527"
"ENSG000001307061",0.00020993547221748,0.45309133625289,0.806,0.839,1,"6","ENSG00000130706"
"ENSG00000177885",0.000210183216280807,0.392101031546427,0.548,0.45,1,"6","ENSG00000177885"
"ENSG00000116030",0.000216697481730494,0.364158561402457,0.952,0.967,1,"6","ENSG00000116030"
"ENSG00000115520",0.000223112039334047,0.347556892113208,0.371,0.233,1,"6","ENSG00000115520"
"ENSG00000214756",0.000242243521042844,0.339903827742836,0.339,0.192,1,"6","ENSG00000214756"
"ENSG00000115419",0.000245849289636893,0.352478100659479,0.484,0.355,1,"6","ENSG00000115419"
"ENSG000001433212",0.000264276381405918,0.331905084140821,0.903,0.873,1,"6","ENSG00000143321"
"ENSG00000137955",0.000278727591052078,0.490810948764375,0.694,0.671,1,"6","ENSG00000137955"
"ENSG00000162734",0.000295533678000755,0.350873654470665,0.355,0.211,1,"6","ENSG00000162734"
"ENSG00000076053",0.000297713401572927,0.373422444900902,0.5,0.37,1,"6","ENSG00000076053"
