"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000135441",2.01113855056095e-08,0.261187108395778,0.885,0.767,0.00041574256117196,"9","ENSG00000135441"
"ENSG000001656371",2.03883166454082e-08,0.273137363475281,0.992,0.962,0.000421467281693879,"9","ENSG00000165637"
"ENSG000001186401",2.07281301557341e-08,0.250464159859217,0.91,0.768,0.000428491906579335,"9","ENSG00000118640"
"ENSG00000113387",2.07922984398779e-08,0.269063982430324,0.992,0.992,0.000429818393349157,"9","ENSG00000113387"
"ENSG000001434012",2.18888982768884e-08,0.26398206343265,0.762,0.552,0.000452487305179838,"9","ENSG00000143401"
"ENSG000000928202",2.19558271625722e-08,0.276630415535602,0.975,0.848,0.000453870859104692,"9","ENSG00000092820"
"ENSG000001274831",2.23297642498315e-08,0.326523283195261,0.82,0.613,0.000461600886572517,"9","ENSG00000127483"
"ENSG000001052811",2.29943830141562e-08,0.267140307827618,0.787,0.577,0.000475339885668638,"9","ENSG00000105281"
"ENSG00000135316",2.43606521473434e-08,0.28263032476782,0.959,0.804,0.000503583401189884,"9","ENSG00000135316"
"ENSG00000213523",2.5209458237057e-08,0.260335499939689,0.926,0.772,0.000521129920676442,"9","ENSG00000213523"
"ENSG00000166164",2.60785541514103e-08,0.27786040003558,0.738,0.513,0.000539095871417953,"9","ENSG00000166164"
"ENSG00000172586",2.64441504623498e-08,0.275602878153865,0.869,0.668,0.000546653478357695,"9","ENSG00000172586"
"ENSG000001483621",2.64468696011033e-08,0.281463824590044,0.926,0.712,0.000546709688394006,"9","ENSG00000148362"
"ENSG000000860611",2.75515865995805e-08,0.312293135844263,0.869,0.76,0.000569546398186528,"9","ENSG00000086061"
"ENSG000001155411",2.77529763366076e-08,0.277271833072339,1,0.987,0.000573709526830353,"9","ENSG00000115541"
"ENSG00000138678",2.81052414891736e-08,0.255425298463036,0.779,0.589,0.000580991552064197,"9","ENSG00000138678"
"ENSG000001123351",2.88166426852081e-08,0.254939396060749,0.992,0.959,0.000595697637588623,"9","ENSG00000112335"
"ENSG00000090520",3.17015929929995e-08,0.272154387857898,0.713,0.515,0.000655335330351285,"9","ENSG00000090520"
"ENSG00000157916",3.40607744165309e-08,0.272136613854342,0.869,0.748,0.000704104328738526,"9","ENSG00000157916"
"ENSG000001081791",3.57941336110741e-08,0.25303649349024,0.836,0.629,0.000739936330008124,"9","ENSG00000108179"
"ENSG000001063552",4.03882756476474e-08,0.288691065845295,0.967,0.851,0.000834906434188168,"9","ENSG00000106355"
"ENSG00000083312",4.07575100829683e-08,0.263954513655364,0.746,0.55,0.000842539248435122,"9","ENSG00000083312"
"ENSG00000107581",4.11338646175421e-08,0.308596827506391,0.943,0.867,0.000850319249373831,"9","ENSG00000107581"
"ENSG000001665951",4.11659808777944e-08,0.260460186325495,0.992,0.938,0.000850983156705765,"9","ENSG00000166595"
"ENSG000001231441",4.60888889353302e-08,0.274502617481666,0.893,0.773,0.000952749512071145,"9","ENSG00000123144"
"ENSG00000242485",4.93347101356913e-08,0.286757977569519,0.967,0.941,0.00101984712792501,"9","ENSG00000242485"
"ENSG00000171617",5.19039181637907e-08,0.290375799401877,0.664,0.446,0.00107295779628188,"9","ENSG00000171617"
"ENSG000001664151",5.31400285648753e-08,0.275289650679689,0.803,0.613,0.0010985106704931,"9","ENSG00000166415"
"ENSG000001675221",5.49631893679657e-08,0.279599719098298,0.918,0.701,0.00113619905061459,"9","ENSG00000167522"
"ENSG000001054381",5.84132237693887e-08,0.252523396462926,1,0.977,0.0012075181617608,"9","ENSG00000105438"
"ENSG00000185624",6.52213931846452e-08,0.257059727210582,0.984,0.974,0.00134825663991299,"9","ENSG00000185624"
"ENSG00000130826",6.73388833190168e-08,0.256671736923335,0.828,0.642,0.00139202939597072,"9","ENSG00000130826"
"ENSG00000100387",6.85361944981125e-08,0.263471246887314,0.943,0.83,0.00141678021266498,"9","ENSG00000100387"
"ENSG000001302041",7.21761722937494e-08,0.294508876466246,0.951,0.864,0.00149202583365639,"9","ENSG00000130204"
"ENSG00000140612",7.23039274694782e-08,0.264276178083545,1,0.969,0.00149466678864905,"9","ENSG00000140612"
"ENSG00000089063",7.33182221557009e-08,0.284443811805766,0.967,0.877,0.00151563428840265,"9","ENSG00000089063"
"ENSG000001505561",7.40606465476203e-08,0.305957517656335,0.779,0.639,0.00153098168543241,"9","ENSG00000150556"
"ENSG000001606541",7.53957286425023e-08,0.313474357669949,0.885,0.747,0.00155858050249781,"9","ENSG00000160654"
